<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.31	02:36:00	21149.15	21151.85	21147.85	21151.85	39	0	270
2024.12.31	02:37:00	21151.95	21158.65	21151.95	21156.25	71	0	270
2024.12.31	02:38:00	21155.75	21157.45	21154.95	21156.15	55	0	260
2024.12.31	02:39:00	21155.75	21156.05	21153.75	21153.85	36	0	230
2024.12.31	02:40:00	21153.65	21157.65	21153.65	21156.85	27	0	220
2024.12.31	02:41:00	21156.95	21162.75	21156.45	21161.65	52	0	190
2024.12.31	02:42:00	21161.45	21162.15	21159.05	21160.55	39	0	180
2024.12.31	02:43:00	21160.35	21162.15	21153.35	21153.35	45	0	180
2024.12.31	02:44:00	21153.95	21155.15	21152.15	21154.35	61	0	220
2024.12.31	02:45:00	21154.65	21155.95	21152.35	21153.95	56	0	240
2024.12.31	02:46:00	21154.05	21157.85	21151.85	21157.55	45	0	260
2024.12.31	02:47:00	21156.55	21156.65	21154.45	21155.65	50	0	280
2024.12.31	02:48:00	21155.95	21157.25	21154.65	21157.15	39	0	260
2024.12.31	02:49:00	21157.15	21161.45	21157.15	21158.05	49	0	260
2024.12.31	02:50:00	21158.05	21160.65	21157.55	21159.35	43	0	240
2024.12.31	02:51:00	21159.25	21160.55	21156.35	21158.25	37	0	210
2024.12.31	02:52:00	21158.25	21162.45	21156.85	21161.45	41	0	200
2024.12.31	02:53:00	21161.45	21161.55	21157.55	21159.45	44	0	210
2024.12.31	02:54:00	21158.95	21160.85	21156.75	21156.85	22	0	220
2024.12.31	02:55:00	21156.85	21158.15	21154.15	21157.05	51	0	220
2024.12.31	02:56:00	21156.95	21156.95	21154.85	21155.25	26	0	200
2024.12.31	02:57:00	21155.25	21156.05	21149.65	21149.95	52	0	200
2024.12.31	02:58:00	21150.25	21152.25	21149.45	21149.65	61	0	210
2024.12.31	02:59:00	21150.15	21150.45	21144.45	21148.65	98	0	190
2024.12.31	03:00:00	21149.05	21154.05	21147.95	21153.65	75	0	230
2024.12.31	03:01:00	21153.35	21155.75	21149.95	21155.75	70	0	240
2024.12.31	03:02:00	21155.25	21156.45	21152.45	21152.65	72	0	270
2024.12.31	03:03:00	21152.45	21158.75	21151.45	21156.35	80	0	280
2024.12.31	03:04:00	21156.35	21157.65	21154.75	21155.15	42	0	280
2024.12.31	03:05:00	21155.35	21163.55	21155.35	21160.75	89	0	280
2024.12.31	03:06:00	21160.85	21163.75	21157.85	21162.15	68	0	290
2024.12.31	03:07:00	21162.05	21163.45	21160.15	21162.35	56	0	280
2024.12.31	03:08:00	21162.05	21165.45	21161.15	21163.65	68	0	270
2024.12.31	03:09:00	21163.75	21165.15	21160.45	21161.05	62	0	270
2024.12.31	03:10:00	21160.05	21167.85	21159.55	21165.65	74	0	280
2024.12.31	03:11:00	21165.55	21171.35	21165.35	21168.55	92	0	270
2024.12.31	03:12:00	21168.15	21172.95	21168.15	21171.75	93	0	280
2024.12.31	03:13:00	21170.85	21171.05	21168.55	21170.05	42	0	280
2024.12.31	03:14:00	21169.95	21171.45	21169.85	21171.35	33	0	280
2024.12.31	03:15:00	21170.45	21171.85	21169.65	21171.65	71	0	270
2024.12.31	03:16:00	21171.45	21173.15	21171.05	21171.05	50	0	240
2024.12.31	03:17:00	21170.85	21173.05	21170.45	21173.05	48	0	180
2024.12.31	03:18:00	21172.15	21177.95	21172.15	21175.15	58	0	190
2024.12.31	03:19:00	21175.35	21179.05	21175.15	21177.05	58	0	240
2024.12.31	03:20:00	21177.05	21178.05	21176.65	21177.15	42	0	230
2024.12.31	03:21:00	21177.05	21180.55	21177.05	21179.45	45	0	220
2024.12.31	03:22:00	21179.45	21181.35	21178.65	21180.25	57	0	230
2024.12.31	03:23:00	21180.25	21181.55	21179.95	21180.05	33	0	180
2024.12.31	03:24:00	21179.95	21182.65	21175.75	21175.75	54	0	160
2024.12.31	03:25:00	21176.15	21176.55	21173.45	21176.45	56	0	190
2024.12.31	03:26:00	21176.25	21178.55	21174.75	21174.85	46	0	200
2024.12.31	03:27:00	21174.85	21175.75	21172.65	21172.85	76	0	210
2024.12.31	03:28:00	21172.95	21174.15	21172.35	21172.35	33	0	220
2024.12.31	03:29:00	21171.95	21174.15	21170.85	21173.05	59	0	200
2024.12.31	03:30:00	21173.05	21179.55	21172.35	21177.15	68	0	190
2024.12.31	03:31:00	21177.25	21180.15	21175.55	21178.35	82	0	210
2024.12.31	03:32:00	21177.95	21178.35	21175.95	21177.05	58	0	210
2024.12.31	03:33:00	21176.95	21185.75	21176.95	21183.45	89	0	210
2024.12.31	03:34:00	21183.25	21186.85	21183.25	21186.05	92	0	270
2024.12.31	03:35:00	21185.95	21185.95	21182.65	21185.05	66	0	280
2024.12.31	03:36:00	21186.05	21190.95	21185.55	21190.05	87	0	280
2024.12.31	03:37:00	21189.85	21193.35	21189.55	21190.85	82	0	280
2024.12.31	03:38:00	21189.15	21189.15	21186.05	21186.75	81	0	290
2024.12.31	03:39:00	21186.75	21186.85	21183.45	21183.95	71	0	280
2024.12.31	03:40:00	21184.15	21187.15	21182.95	21186.45	75	0	270
2024.12.31	03:41:00	21186.15	21186.95	21185.15	21186.55	61	0	260
2024.12.31	03:42:00	21186.95	21189.85	21186.75	21188.35	60	0	230
2024.12.31	03:43:00	21188.55	21192.35	21188.25	21191.35	67	0	180
2024.12.31	03:44:00	21191.15	21192.35	21190.35	21191.65	52	0	180
2024.12.31	03:45:00	21191.55	21192.45	21190.35	21192.35	57	0	170
2024.12.31	03:46:00	21191.95	21195.35	21191.95	21195.15	60	0	170
2024.12.31	03:47:00	21195.65	21198.55	21194.15	21198.35	87	0	170
2024.12.31	03:48:00	21198.55	21198.85	21196.85	21198.45	65	0	180
2024.12.31	03:49:00	21198.65	21200.85	21198.35	21200.65	50	0	170
2024.12.31	03:50:00	21200.45	21201.45	21198.85	21199.95	51	0	170
2024.12.31	03:51:00	21199.95	21201.55	21198.85	21200.45	53	0	170
2024.12.31	03:52:00	21200.35	21200.55	21194.55	21194.75	73	0	170
2024.12.31	03:53:00	21194.65	21195.75	21192.45	21192.45	60	0	170
2024.12.31	03:54:00	21191.85	21193.65	21190.25	21190.75	76	0	180
2024.12.31	03:55:00	21190.85	21195.05	21189.45	21195.05	67	0	180
2024.12.31	03:56:00	21195.25	21195.65	21194.05	21194.75	58	0	190
2024.12.31	03:57:00	21194.65	21196.25	21194.05	21196.25	35	0	170
2024.12.31	03:58:00	21196.35	21198.05	21194.45	21197.95	62	0	170
2024.12.31	03:59:00	21198.15	21198.85	21196.35	21196.65	41	0	180
2024.12.31	04:00:00	21197.05	21198.75	21196.55	21196.95	57	0	170
2024.12.31	04:01:00	21197.45	21198.15	21194.85	21194.85	46	0	160
2024.12.31	04:02:00	21194.95	21197.85	21194.85	21196.15	44	0	170
2024.12.31	04:03:00	21196.05	21198.85	21195.95	21198.85	31	0	170
2024.12.31	04:04:00	21198.95	21198.95	21196.45	21198.15	33	0	160
2024.12.31	04:05:00	21197.45	21205.15	21196.45	21204.95	61	0	170
2024.12.31	04:06:00	21205.05	21206.25	21203.95	21205.65	56	0	180
2024.12.31	04:07:00	21205.75	21211.75	21204.95	21210.15	76	0	190
2024.12.31	04:08:00	21210.25	21212.95	21207.35	21212.95	65	0	240
2024.12.31	04:09:00	21212.95	21212.95	21209.95	21211.45	55	0	260
2024.12.31	04:10:00	21211.75	21214.85	21209.65	21209.95	70	0	270
2024.12.31	04:11:00	21209.85	21212.55	21208.45	21212.45	56	0	250
2024.12.31	04:12:00	21212.55	21212.65	21210.25	21212.05	50	0	230
2024.12.31	04:13:00	21212.15	21213.85	21211.55	21211.65	41	0	200
2024.12.31	04:14:00	21212.45	21217.75	21212.45	21216.25	64	0	200
2024.12.31	04:15:00	21216.35	21224.05	21215.75	21222.65	96	0	190
2024.12.31	04:16:00	21222.15	21223.55	21220.65	21222.85	73	0	240
2024.12.31	04:17:00	21222.75	21225.75	21222.65	21223.45	67	0	240
2024.12.31	04:18:00	21223.65	21227.85	21223.15	21225.95	101	0	260
2024.12.31	04:19:00	21226.15	21227.85	21223.35	21223.35	63	0	270
2024.12.31	04:20:00	21223.65	21226.05	21222.15	21223.75	57	0	250
2024.12.31	04:21:00	21224.55	21224.65	21222.55	21223.35	43	0	250
2024.12.31	04:22:00	21223.05	21223.05	21219.65	21219.65	73	0	240
2024.12.31	04:23:00	21219.65	21220.55	21219.05	21219.05	47	0	210
2024.12.31	04:24:00	21218.05	21218.75	21214.85	21216.75	77	0	210
2024.12.31	04:25:00	21216.55	21218.95	21216.35	21218.95	41	0	180
2024.12.31	04:26:00	21218.95	21222.05	21218.05	21221.65	40	0	170
2024.12.31	04:27:00	21221.75	21221.95	21219.75	21220.75	41	0	200
2024.12.31	04:28:00	21220.75	21222.25	21220.75	21220.95	39	0	200
2024.12.31	04:29:00	21220.95	21223.85	21220.75	21223.25	54	0	170
2024.12.31	04:30:00	21222.85	21231.25	21222.25	21230.75	97	0	170
2024.12.31	04:31:00	21230.85	21232.45	21227.65	21232.25	57	0	170
2024.12.31	04:32:00	21233.05	21234.45	21230.65	21232.25	70	0	200
2024.12.31	04:33:00	21232.35	21233.15	21228.55	21229.05	76	0	220
2024.12.31	04:34:00	21229.15	21229.15	21225.65	21225.65	48	0	240
2024.12.31	04:35:00	21225.65	21229.65	21224.15	21229.65	63	0	220
2024.12.31	04:36:00	21229.35	21232.15	21229.35	21231.45	62	0	210
2024.12.31	04:37:00	21231.75	21231.75	21227.45	21227.95	49	0	200
2024.12.31	04:38:00	21227.85	21229.65	21227.85	21229.45	37	0	180
2024.12.31	04:39:00	21229.35	21229.45	21227.15	21227.75	42	0	180
2024.12.31	04:40:00	21227.75	21227.75	21221.15	21221.95	64	0	180
2024.12.31	04:41:00	21221.85	21224.35	21221.55	21223.95	59	0	180
2024.12.31	04:42:00	21223.85	21226.25	21223.85	21224.85	39	0	170
2024.12.31	04:43:00	21224.95	21226.85	21223.95	21226.65	40	0	170
2024.12.31	04:44:00	21226.65	21227.95	21224.95	21227.85	31	0	180
2024.12.31	04:45:00	21227.85	21229.15	21226.85	21227.65	46	0	150
2024.12.31	04:46:00	21227.75	21228.55	21225.75	21226.15	29	0	160
2024.12.31	04:47:00	21226.25	21226.45	21223.25	21223.25	41	0	160
2024.12.31	04:48:00	21223.25	21224.05	21220.05	21221.15	70	0	160
2024.12.31	04:49:00	21220.95	21221.15	21218.75	21220.05	38	0	160
2024.12.31	04:50:00	21220.05	21223.45	21219.75	21220.15	52	0	160
2024.12.31	04:51:00	21218.15	21220.45	21217.65	21220.15	50	0	170
2024.12.31	04:52:00	21220.95	21222.05	21217.55	21217.75	49	0	180
2024.12.31	04:53:00	21217.85	21218.85	21216.95	21218.35	53	0	190
2024.12.31	04:54:00	21218.05	21218.05	21213.15	21217.15	78	0	200
2024.12.31	04:55:00	21217.15	21217.15	21214.15	21214.75	62	0	220
2024.12.31	04:56:00	21214.75	21217.45	21213.75	21213.95	55	0	200
2024.12.31	04:57:00	21213.75	21214.25	21211.05	21212.95	91	0	200
2024.12.31	04:58:00	21213.15	21213.55	21199.65	21202.05	113	0	200
2024.12.31	04:59:00	21202.65	21203.65	21195.65	21200.25	122	0	290
2024.12.31	05:00:00	21200.35	21202.55	21196.75	21199.85	104	0	290
2024.12.31	05:01:00	21200.55	21204.85	21196.25	21198.35	100	0	290
2024.12.31	05:02:00	21198.15	21199.65	21191.75	21191.85	102	0	290
2024.12.31	05:03:00	21192.15	21193.75	21183.15	21191.15	144	0	290
2024.12.31	05:04:00	21189.05	21192.75	21189.05	21189.75	66	0	290
2024.12.31	05:05:00	21189.65	21193.25	21189.05	21189.05	69	0	290
2024.12.31	05:06:00	21188.15	21192.25	21188.15	21189.75	59	0	290
2024.12.31	05:07:00	21190.35	21194.85	21190.35	21193.85	74	0	290
2024.12.31	05:08:00	21194.15	21194.15	21188.95	21189.15	61	0	280
2024.12.31	05:09:00	21189.45	21192.95	21184.85	21184.95	83	0	270
2024.12.31	05:10:00	21184.65	21190.85	21184.65	21190.85	69	0	280
2024.12.31	05:11:00	21191.05	21191.05	21188.35	21189.05	45	0	280
2024.12.31	05:12:00	21189.35	21190.75	21187.75	21187.75	41	0	260
2024.12.31	05:13:00	21187.95	21189.85	21182.25	21182.45	72	0	250
2024.12.31	05:14:00	21182.25	21184.55	21181.75	21183.55	70	0	230
2024.12.31	05:15:00	21183.55	21191.15	21181.85	21189.45	88	0	220
2024.12.31	05:16:00	21189.95	21189.95	21185.65	21187.45	75	0	250
2024.12.31	05:17:00	21187.25	21192.35	21187.15	21191.85	57	0	260
2024.12.31	05:18:00	21191.75	21194.05	21190.95	21192.15	84	0	250
2024.12.31	05:19:00	21191.95	21194.65	21191.25	21191.75	59	0	260
2024.12.31	05:20:00	21191.95	21194.05	21191.25	21193.75	50	0	220
2024.12.31	05:21:00	21193.45	21194.75	21192.05	21194.55	59	0	210
2024.12.31	05:22:00	21194.45	21200.25	21194.05	21199.65	82	0	210
2024.12.31	05:23:00	21198.15	21198.15	21193.95	21194.75	68	0	230
2024.12.31	05:24:00	21195.15	21195.25	21192.25	21192.85	39	0	230
2024.12.31	05:25:00	21193.05	21196.65	21191.35	21196.05	60	0	220
2024.12.31	05:26:00	21194.85	21195.75	21193.65	21195.25	33	0	280
2024.12.31	05:27:00	21195.85	21198.15	21195.05	21197.85	48	0	290
2024.12.31	05:28:00	21198.85	21203.65	21198.85	21201.45	69	0	280
2024.12.31	05:29:00	21201.05	21202.15	21199.15	21201.15	68	0	280
2024.12.31	05:30:00	21204.15	21204.15	21202.25	21203.45	42	0	250
2024.12.31	05:31:00	21203.05	21207.25	21202.15	21204.35	47	0	240
2024.12.31	05:32:00	21203.85	21203.95	21202.05	21202.45	32	0	250
2024.12.31	05:33:00	21202.35	21205.15	21202.25	21203.45	44	0	230
2024.12.31	05:34:00	21203.35	21204.25	21202.85	21203.35	25	0	200
2024.12.31	05:35:00	21203.25	21203.35	21187.55	21187.55	69	0	170
2024.12.31	05:36:00	21187.65	21189.75	21185.45	21185.45	95	0	240
2024.12.31	05:37:00	21185.55	21186.15	21183.15	21184.25	71	0	260
2024.12.31	05:38:00	21184.55	21188.15	21184.25	21187.55	38	0	280
2024.12.31	05:39:00	21187.35	21189.15	21185.15	21187.25	47	0	290
2024.12.31	05:40:00	21187.05	21190.15	21186.15	21187.55	49	0	280
2024.12.31	05:41:00	21187.55	21188.05	21183.95	21184.35	50	0	280
2024.12.31	05:42:00	21184.85	21185.65	21170.35	21173.55	130	0	280
2024.12.31	05:43:00	21173.65	21178.15	21173.65	21175.85	58	0	290
2024.12.31	05:44:00	21175.75	21176.55	21166.85	21169.85	107	0	290
2024.12.31	05:45:00	21169.75	21172.75	21165.05	21171.85	131	0	290
2024.12.31	05:46:00	21172.05	21178.25	21172.05	21176.25	103	0	290
2024.12.31	05:47:00	21176.15	21178.05	21174.85	21176.75	45	0	290
2024.12.31	05:48:00	21177.05	21178.25	21172.65	21176.25	50	0	290
2024.12.31	05:49:00	21176.55	21176.55	21174.35	21175.65	35	0	290
2024.12.31	05:50:00	21175.25	21180.85	21174.35	21180.65	32	0	260
2024.12.31	05:51:00	21180.75	21181.35	21178.95	21179.65	46	0	230
2024.12.31	05:52:00	21179.65	21183.45	21178.65	21183.25	50	0	220
2024.12.31	05:53:00	21183.65	21186.85	21183.25	21183.95	52	0	180
2024.12.31	05:54:00	21183.85	21184.35	21182.35	21184.35	34	0	180
2024.12.31	05:55:00	21185.15	21190.65	21185.15	21188.85	49	0	180
2024.12.31	05:56:00	21188.65	21190.25	21187.85	21188.35	42	0	190
2024.12.31	05:57:00	21188.25	21191.15	21188.15	21190.15	29	0	170
2024.12.31	05:58:00	21190.15	21193.05	21187.45	21187.45	61	0	190
2024.12.31	05:59:00	21187.35	21187.95	21186.65	21187.65	41	0	220
2024.12.31	06:00:00	21187.45	21190.85	21187.45	21189.25	37	0	190
2024.12.31	06:01:00	21188.95	21188.95	21182.65	21184.55	54	0	200
2024.12.31	06:02:00	21184.65	21185.15	21181.85	21182.45	48	0	220
2024.12.31	06:03:00	21182.95	21184.55	21181.05	21184.55	35	0	200
2024.12.31	06:04:00	21184.85	21186.95	21178.95	21179.45	55	0	200
2024.12.31	06:05:00	21179.45	21181.15	21173.35	21179.55	82	0	230
2024.12.31	06:06:00	21179.75	21186.85	21178.85	21183.55	81	0	290
2024.12.31	06:07:00	21184.05	21186.15	21183.55	21183.55	35	0	290
2024.12.31	06:08:00	21183.25	21183.25	21180.85	21181.75	33	0	290
2024.12.31	06:09:00	21181.55	21182.15	21177.75	21182.05	39	0	290
2024.12.31	06:10:00	21182.25	21185.45	21181.05	21183.95	39	0	280
2024.12.31	06:11:00	21183.65	21185.25	21183.55	21183.65	37	0	230
2024.12.31	06:12:00	21182.65	21182.95	21180.55	21181.25	39	0	230
2024.12.31	06:13:00	21181.25	21182.35	21180.35	21181.15	26	0	230
2024.12.31	06:14:00	21181.95	21181.95	21179.75	21179.75	34	0	190
2024.12.31	06:15:00	21180.15	21180.45	21170.45	21170.65	53	0	190
2024.12.31	06:16:00	21170.55	21172.55	21169.55	21172.15	63	0	230
2024.12.31	06:17:00	21172.15	21172.45	21166.05	21166.05	71	0	250
2024.12.31	06:18:00	21166.25	21166.25	21158.65	21166.15	109	0	270
2024.12.31	06:19:00	21165.05	21165.55	21159.55	21161.05	63	0	290
2024.12.31	06:20:00	21162.05	21167.35	21161.05	21166.35	54	0	290
2024.12.31	06:21:00	21167.15	21168.25	21165.25	21165.25	41	0	290
2024.12.31	06:22:00	21165.55	21168.05	21165.35	21165.75	34	0	290
2024.12.31	06:23:00	21166.05	21168.15	21166.05	21168.15	25	0	280
2024.12.31	06:24:00	21168.25	21168.25	21163.35	21163.45	49	0	260
2024.12.31	06:25:00	21163.45	21167.05	21161.85	21166.55	36	0	240
2024.12.31	06:26:00	21166.35	21167.45	21164.65	21167.15	31	0	210
2024.12.31	06:27:00	21167.15	21175.65	21167.05	21173.45	49	0	190
2024.12.31	06:28:00	21173.25	21173.45	21168.65	21168.65	42	0	210
2024.12.31	06:29:00	21167.65	21168.65	21165.35	21167.65	51	0	230
2024.12.31	06:30:00	21167.65	21170.25	21165.35	21168.05	45	0	240
2024.12.31	06:31:00	21168.25	21168.45	21165.75	21166.55	36	0	260
2024.12.31	06:32:00	21166.45	21169.45	21166.45	21168.75	36	0	250
2024.12.31	06:33:00	21168.75	21173.35	21168.75	21170.95	47	0	240
2024.12.31	06:34:00	21171.05	21173.15	21170.45	21172.25	31	0	240
2024.12.31	06:35:00	21172.15	21172.15	21165.45	21165.45	38	0	230
2024.12.31	06:36:00	21165.55	21165.75	21155.85	21158.75	107	0	240
2024.12.31	06:37:00	21158.85	21162.75	21158.85	21161.75	65	0	290
2024.12.31	06:38:00	21162.05	21163.15	21159.25	21162.85	44	0	290
2024.12.31	06:39:00	21162.85	21166.55	21162.65	21162.65	47	0	290
2024.12.31	06:40:00	21162.75	21163.35	21161.15	21162.25	30	0	290
2024.12.31	06:41:00	21162.35	21163.05	21161.05	21161.95	37	0	230
2024.12.31	06:42:00	21161.85	21164.55	21161.85	21164.55	28	0	190
2024.12.31	06:43:00	21164.55	21164.85	21158.85	21159.65	52	0	180
2024.12.31	06:44:00	21160.05	21160.05	21156.05	21157.55	59	0	210
2024.12.31	06:45:00	21159.15	21164.45	21159.05	21164.25	59	0	240
2024.12.31	06:46:00	21164.15	21169.35	21163.15	21168.65	57	0	260
2024.12.31	06:47:00	21168.95	21169.85	21165.95	21166.45	57	0	280
2024.12.31	06:48:00	21167.95	21168.65	21166.35	21168.15	41	0	270
2024.12.31	06:49:00	21169.95	21171.95	21168.95	21170.95	45	0	260
2024.12.31	06:50:00	21171.05	21175.85	21170.55	21175.85	67	0	230
2024.12.31	06:51:00	21175.75	21177.85	21171.35	21172.75	78	0	220
2024.12.31	06:52:00	21173.05	21177.05	21172.65	21176.85	45	0	230
2024.12.31	06:53:00	21176.75	21180.85	21176.15	21178.45	44	0	220
2024.12.31	06:54:00	21179.55	21182.75	21179.55	21182.45	55	0	260
2024.12.31	06:55:00	21182.65	21183.05	21180.75	21180.95	60	0	260
2024.12.31	06:56:00	21180.25	21192.45	21180.25	21192.45	90	0	260
2024.12.31	06:57:00	21192.45	21192.65	21189.35	21189.65	57	0	270
2024.12.31	06:58:00	21189.45	21189.65	21188.05	21188.35	43	0	230
2024.12.31	06:59:00	21188.95	21189.65	21185.95	21189.15	47	0	220
2024.12.31	07:00:00	21189.15	21192.85	21188.85	21191.55	77	0	230
2024.12.31	07:01:00	21190.95	21191.55	21188.25	21188.35	54	0	220
2024.12.31	07:02:00	21188.35	21189.45	21183.45	21189.05	72	0	210
2024.12.31	07:03:00	21188.75	21190.55	21187.55	21190.25	42	0	250
2024.12.31	07:04:00	21190.45	21190.45	21188.05	21188.35	27	0	240
2024.12.31	07:05:00	21188.55	21190.25	21186.45	21190.25	42	0	210
2024.12.31	07:06:00	21190.25	21190.45	21187.65	21187.65	41	0	200
2024.12.31	07:07:00	21188.05	21191.55	21188.05	21190.35	57	0	200
2024.12.31	07:08:00	21190.35	21191.25	21189.35	21190.35	26	0	190
2024.12.31	07:09:00	21190.65	21190.85	21189.65	21190.15	16	0	190
2024.12.31	07:10:00	21190.05	21190.05	21184.65	21185.25	45	0	180
2024.12.31	07:11:00	21184.75	21186.25	21181.45	21184.75	43	0	190
2024.12.31	07:12:00	21185.15	21185.55	21178.35	21180.15	48	0	180
2024.12.31	07:13:00	21180.15	21183.75	21179.05	21182.75	53	0	240
2024.12.31	07:14:00	21182.35	21183.75	21181.25	21182.95	33	0	250
2024.12.31	07:15:00	21182.65	21183.75	21180.45	21181.65	50	0	260
2024.12.31	07:16:00	21181.45	21183.45	21181.45	21182.55	24	0	250
2024.12.31	07:17:00	21182.55	21185.45	21182.45	21184.05	30	0	190
2024.12.31	07:18:00	21184.05	21186.55	21182.55	21184.05	46	0	180
2024.12.31	07:19:00	21183.95	21185.45	21180.95	21181.05	38	0	200
2024.12.31	07:20:00	21180.85	21182.65	21180.75	21182.55	34	0	180
2024.12.31	07:21:00	21182.85	21189.85	21182.65	21189.45	56	0	190
2024.12.31	07:22:00	21189.45	21190.35	21188.45	21189.25	48	0	200
2024.12.31	07:23:00	21190.15	21196.65	21190.15	21194.95	102	0	210
2024.12.31	07:24:00	21194.85	21195.55	21191.45	21193.55	66	0	230
2024.12.31	07:25:00	21192.35	21193.95	21189.95	21190.05	40	0	250
2024.12.31	07:26:00	21190.55	21192.25	21190.25	21191.45	31	0	230
2024.12.31	07:27:00	21191.45	21193.05	21190.35	21191.15	36	0	230
2024.12.31	07:28:00	21191.45	21192.65	21189.85	21189.85	36	0	190
2024.12.31	07:29:00	21190.35	21190.35	21183.55	21183.85	66	0	170
2024.12.31	07:30:00	21184.45	21186.75	21181.85	21181.85	62	0	190
2024.12.31	07:31:00	21182.45	21182.45	21172.15	21173.65	102	0	200
2024.12.31	07:32:00	21174.35	21177.25	21173.65	21176.25	50	0	290
2024.12.31	07:33:00	21174.75	21177.25	21171.35	21173.55	60	0	290
2024.12.31	07:34:00	21174.55	21177.05	21174.55	21176.15	31	0	290
2024.12.31	07:35:00	21177.05	21180.25	21173.55	21173.65	64	0	290
2024.12.31	07:36:00	21173.65	21175.15	21171.45	21175.15	29	0	270
2024.12.31	07:37:00	21175.15	21175.15	21171.75	21172.15	30	0	260
2024.12.31	07:38:00	21172.15	21173.15	21168.75	21171.85	45	0	240
2024.12.31	07:39:00	21171.75	21173.35	21169.95	21171.55	41	0	240
2024.12.31	07:40:00	21171.55	21178.05	21171.55	21176.55	56	0	230
2024.12.31	07:41:00	21176.15	21180.75	21176.05	21177.55	67	0	240
2024.12.31	07:42:00	21177.45	21177.75	21170.65	21171.95	71	0	260
2024.12.31	07:43:00	21172.15	21173.35	21166.25	21173.35	75	0	280
2024.12.31	07:44:00	21172.85	21174.15	21168.35	21169.75	39	0	290
2024.12.31	07:45:00	21169.75	21173.15	21168.35	21170.85	50	0	290
2024.12.31	07:46:00	21171.05	21176.05	21171.05	21173.25	38	0	290
2024.12.31	07:47:00	21173.05	21176.05	21172.35	21175.15	20	0	290
2024.12.31	07:48:00	21175.05	21176.15	21172.45	21173.65	38	0	270
2024.12.31	07:49:00	21173.45	21181.25	21173.45	21179.45	33	0	270
2024.12.31	07:50:00	21179.15	21182.55	21177.35	21181.95	62	0	270
2024.12.31	07:51:00	21182.05	21182.95	21181.15	21181.95	33	0	250
2024.12.31	07:52:00	21182.25	21186.15	21181.85	21184.95	43	0	250
2024.12.31	07:53:00	21184.35	21184.95	21178.65	21180.45	39	0	270
2024.12.31	07:54:00	21180.35	21184.15	21179.55	21182.95	33	0	260
2024.12.31	07:55:00	21183.05	21183.05	21179.55	21179.55	21	0	230
2024.12.31	07:56:00	21179.55	21180.85	21179.05	21179.25	32	0	230
2024.12.31	07:57:00	21179.05	21182.15	21178.85	21182.15	35	0	170
2024.12.31	07:58:00	21182.15	21184.35	21182.15	21183.95	40	0	170
2024.12.31	07:59:00	21186.25	21189.25	21185.15	21186.85	56	0	170
2024.12.31	08:00:00	21186.85	21188.45	21179.55	21179.55	74	0	200
2024.12.31	08:01:00	21179.65	21182.35	21178.15	21180.35	51	0	240
2024.12.31	08:02:00	21180.65	21181.15	21177.35	21180.35	45	0	270
2024.12.31	08:03:00	21180.65	21180.65	21179.15	21179.15	23	0	270
2024.12.31	08:04:00	21179.15	21179.35	21174.25	21175.85	55	0	240
2024.12.31	08:05:00	21175.85	21176.15	21169.75	21170.55	60	0	250
2024.12.31	08:06:00	21170.65	21171.75	21162.45	21165.15	78	0	240
2024.12.31	08:07:00	21165.05	21166.35	21163.85	21164.85	41	0	270
2024.12.31	08:08:00	21165.45	21165.45	21161.25	21161.65	57	0	280
2024.12.31	08:09:00	21162.25	21166.05	21162.05	21165.55	58	0	280
2024.12.31	08:10:00	21165.95	21169.65	21165.55	21169.55	46	0	280
2024.12.31	08:11:00	21169.55	21170.85	21168.05	21169.15	32	0	220
2024.12.31	08:12:00	21169.05	21169.55	21167.75	21169.35	31	0	220
2024.12.31	08:13:00	21169.35	21173.55	21169.35	21173.55	39	0	180
2024.12.31	08:14:00	21173.35	21173.45	21169.55	21169.75	42	0	180
2024.12.31	08:15:00	21168.85	21174.75	21168.75	21172.55	29	0	200
2024.12.31	08:16:00	21173.65	21174.55	21171.15	21173.85	28	0	210
2024.12.31	08:17:00	21173.35	21177.85	21171.45	21177.25	50	0	220
2024.12.31	08:18:00	21177.25	21177.85	21173.95	21175.75	51	0	230
2024.12.31	08:19:00	21176.25	21178.05	21176.15	21178.05	26	0	210
2024.12.31	08:20:00	21177.55	21180.05	21175.35	21175.95	59	0	210
2024.12.31	08:21:00	21175.85	21176.05	21173.35	21174.65	33	0	220
2024.12.31	08:22:00	21174.55	21175.55	21172.45	21174.85	21	0	240
2024.12.31	08:23:00	21174.85	21175.05	21168.65	21170.05	27	0	240
2024.12.31	08:24:00	21170.25	21172.25	21170.05	21171.55	33	0	260
2024.12.31	08:25:00	21172.95	21175.75	21172.95	21174.55	27	0	250
2024.12.31	08:26:00	21173.75	21173.95	21171.35	21172.45	30	0	220
2024.12.31	08:27:00	21172.45	21176.55	21172.25	21174.25	30	0	220
2024.12.31	08:28:00	21174.35	21174.35	21172.45	21173.05	17	0	210
2024.12.31	08:29:00	21172.95	21173.25	21171.45	21172.15	25	0	210
2024.12.31	08:30:00	21174.15	21175.85	21171.65	21171.65	29	0	200
2024.12.31	08:31:00	21170.15	21171.75	21167.25	21171.25	53	0	210
2024.12.31	08:32:00	21171.15	21171.65	21169.25	21170.35	30	0	200
